Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Dhaka,PM2.5 - Principal,2018-01-03 05:00 AM,2018,01,03,05,169.6,220,Very Unhealthy,171.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 06:00 AM,2018,01,03,06,172.4,223,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 07:00 AM,2018,01,03,07,175.6,226,Very Unhealthy,187.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 08:00 AM,2018,01,03,08,176.3,227,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 09:00 AM,2018,01,03,09,172.9,223,Very Unhealthy,166.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 10:00 AM,2018,01,03,10,168.8,219,Very Unhealthy,152.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 11:00 AM,2018,01,03,11,167.1,217,Very Unhealthy,160.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 12:00 PM,2018,01,03,12,149.4,199,Unhealthy,122.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 01:00 PM,2018,01,03,13,133.4,191,Unhealthy,113.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 02:00 PM,2018,01,03,14,113.2,181,Unhealthy,97.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 03:00 PM,2018,01,03,15,97.5,173,Unhealthy,83.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 04:00 PM,2018,01,03,16,96.7,172,Unhealthy,96.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 05:00 PM,2018,01,03,17,110.3,179,Unhealthy,124.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 06:00 PM,2018,01,03,18,123.1,186,Unhealthy,136.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 07:00 PM,2018,01,03,19,130.0,189,Unhealthy,137.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 08:00 PM,2018,01,03,20,127.0,188,Unhealthy,124.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 09:00 PM,2018,01,03,21,130.2,190,Unhealthy,134.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 10:00 PM,2018,01,03,22,143.6,196,Unhealthy,158.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-03 11:00 PM,2018,01,03,23,154.5,205,Very Unhealthy,165.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 12:00 AM,2018,01,04,00,160.3,211,Very Unhealthy,166.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 01:00 AM,2018,01,04,01,171.1,221,Very Unhealthy,182.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 02:00 AM,2018,01,04,02,171.5,222,Very Unhealthy,172.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 03:00 AM,2018,01,04,03,167.2,218,Very Unhealthy,163.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 04:00 AM,2018,01,04,04,169.7,220,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 05:00 AM,2018,01,04,05,168.9,219,Very Unhealthy,167.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 06:00 AM,2018,01,04,06,167.4,218,Very Unhealthy,164.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 07:00 AM,2018,01,04,07,170.0,220,Very Unhealthy,175.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 08:00 AM,2018,01,04,08,180.1,230,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 09:00 AM,2018,01,04,09,182.8,233,Very Unhealthy,202.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 10:00 AM,2018,01,04,10,198.6,249,Very Unhealthy,229.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 11:00 AM,2018,01,04,11,199.4,249,Very Unhealthy,201.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 12:00 PM,2018,01,04,12,196.2,246,Very Unhealthy,188.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 01:00 PM,2018,01,04,13,186.2,236,Very Unhealthy,162.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 02:00 PM,2018,01,04,14,163.9,214,Very Unhealthy,136.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 03:00 PM,2018,01,04,15,160.7,211,Very Unhealthy,156.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 04:00 PM,2018,01,04,16,153.9,204,Very Unhealthy,144.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 05:00 PM,2018,01,04,17,153.1,204,Very Unhealthy,152.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 06:00 PM,2018,01,04,18,163.6,214,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 07:00 PM,2018,01,04,19,178.4,229,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 08:00 PM,2018,01,04,20,190.4,241,Very Unhealthy,208.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 09:00 PM,2018,01,04,21,198.7,249,Very Unhealthy,211.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 10:00 PM,2018,01,04,22,204.4,254,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-04 11:00 PM,2018,01,04,23,209.1,259,Very Unhealthy,217.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-05 12:00 AM,2018,01,05,00,218.0,268,Very Unhealthy,229.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-05 01:00 AM,2018,01,05,01,218.1,268,Very Unhealthy,-999.0,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,2018-01-05 02:00 AM,2018,01,05,02,218.1,268,Very Unhealthy,-999.0,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,2018-01-05 03:00 AM,2018,01,05,03,218.1,268,Very Unhealthy,-999.0,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,2018-01-05 04:00 AM,2018,01,05,04,218.1,268,Very Unhealthy,-999.0,UG/M3,1 Hr,Missing
Dhaka,PM2.5 - Principal,2018-01-08 12:00 PM,2018,01,08,12,-999.0,-999,N/A,184.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-08 02:00 PM,2018,01,08,14,184.0,234,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-08 03:00 PM,2018,01,08,15,179.6,230,Very Unhealthy,172.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-08 04:00 PM,2018,01,08,16,175.8,226,Very Unhealthy,167.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-08 05:00 PM,2018,01,08,17,171.3,222,Very Unhealthy,160.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-08 06:00 PM,2018,01,08,18,173.5,224,Very Unhealthy,181.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-08 07:00 PM,2018,01,08,19,181.3,232,Very Unhealthy,204.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-08 08:00 PM,2018,01,08,20,196.4,246,Very Unhealthy,226.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-08 09:00 PM,2018,01,08,21,218.4,268,Very Unhealthy,250.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-08 10:00 PM,2018,01,08,22,241.7,291,Very Unhealthy,270.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-08 11:00 PM,2018,01,08,23,247.1,297,Very Unhealthy,255.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 12:00 AM,2018,01,09,00,241.0,291,Very Unhealthy,232.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 01:00 AM,2018,01,09,01,240.2,290,Very Unhealthy,239.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 02:00 AM,2018,01,09,02,228.3,278,Very Unhealthy,211.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 03:00 AM,2018,01,09,03,221.2,271,Very Unhealthy,211.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 04:00 AM,2018,01,09,04,224.8,275,Very Unhealthy,230.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 05:00 AM,2018,01,09,05,229.0,279,Very Unhealthy,235.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 06:00 AM,2018,01,09,06,232.2,282,Very Unhealthy,239.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 07:00 AM,2018,01,09,07,230.2,280,Very Unhealthy,222.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 08:00 AM,2018,01,09,08,232.3,282,Very Unhealthy,239.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 09:00 AM,2018,01,09,09,232.4,282,Very Unhealthy,234.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 10:00 AM,2018,01,09,10,234.6,284,Very Unhealthy,247.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 11:00 AM,2018,01,09,11,232.4,282,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 12:00 PM,2018,01,09,12,223.2,273,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 01:00 PM,2018,01,09,13,175.7,226,Very Unhealthy,132.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 02:00 PM,2018,01,09,14,146.5,198,Unhealthy,121.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 03:00 PM,2018,01,09,15,139.2,194,Unhealthy,132.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 04:00 PM,2018,01,09,16,120.1,184,Unhealthy,101.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 05:00 PM,2018,01,09,17,116.0,182,Unhealthy,112.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 06:00 PM,2018,01,09,18,136.0,193,Unhealthy,156.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 07:00 PM,2018,01,09,19,173.0,223,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 08:00 PM,2018,01,09,20,181.9,232,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 09:00 PM,2018,01,09,21,184.4,235,Very Unhealthy,187.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 10:00 PM,2018,01,09,22,192.7,243,Very Unhealthy,201.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-09 11:00 PM,2018,01,09,23,195.8,246,Very Unhealthy,199.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 12:00 AM,2018,01,10,00,185.4,236,Very Unhealthy,175.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 01:00 AM,2018,01,10,01,182.7,233,Very Unhealthy,180.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 02:00 AM,2018,01,10,02,194.3,244,Very Unhealthy,206.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 03:00 AM,2018,01,10,03,202.1,252,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 04:00 AM,2018,01,10,04,205.4,255,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 05:00 AM,2018,01,10,05,210.6,261,Very Unhealthy,229.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 06:00 AM,2018,01,10,06,223.2,273,Very Unhealthy,252.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 07:00 AM,2018,01,10,07,225.0,275,Very Unhealthy,229.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 08:00 AM,2018,01,10,08,231.0,281,Very Unhealthy,244.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 09:00 AM,2018,01,10,09,240.0,290,Very Unhealthy,257.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 10:00 AM,2018,01,10,10,245.6,295,Very Unhealthy,257.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 11:00 AM,2018,01,10,11,244.6,294,Very Unhealthy,242.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 12:00 PM,2018,01,10,12,232.7,282,Very Unhealthy,206.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 01:00 PM,2018,01,10,13,219.5,269,Very Unhealthy,185.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 02:00 PM,2018,01,10,14,199.0,249,Very Unhealthy,168.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 03:00 PM,2018,01,10,15,161.5,212,Very Unhealthy,133.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 04:00 PM,2018,01,10,16,150.6,201,Very Unhealthy,139.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 05:00 PM,2018,01,10,17,154.6,205,Very Unhealthy,159.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 06:00 PM,2018,01,10,18,171.2,222,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 07:00 PM,2018,01,10,19,201.5,252,Very Unhealthy,234.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 08:00 PM,2018,01,10,20,229.6,279,Very Unhealthy,259.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 09:00 PM,2018,01,10,21,259.4,310,Hazardous,288.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 10:00 PM,2018,01,10,22,274.7,325,Hazardous,290.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-10 11:00 PM,2018,01,10,23,283.3,334,Hazardous,292.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 12:00 AM,2018,01,11,00,288.6,339,Hazardous,294.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 01:00 AM,2018,01,11,01,287.8,338,Hazardous,287.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 02:00 AM,2018,01,11,02,279.4,330,Hazardous,271.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 03:00 AM,2018,01,11,03,279.2,329,Hazardous,279.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 04:00 AM,2018,01,11,04,274.6,325,Hazardous,269.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 05:00 AM,2018,01,11,05,270.9,321,Hazardous,262.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 06:00 AM,2018,01,11,06,259.5,310,Hazardous,220.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 07:00 AM,2018,01,11,07,253.1,304,Hazardous,234.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 08:00 AM,2018,01,11,08,251.7,302,Hazardous,248.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 09:00 AM,2018,01,11,09,260.3,311,Hazardous,286.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 10:00 AM,2018,01,11,10,254.3,305,Hazardous,238.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 11:00 AM,2018,01,11,11,241.1,291,Very Unhealthy,211.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 12:00 PM,2018,01,11,12,242.2,292,Very Unhealthy,244.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 01:00 PM,2018,01,11,13,274.9,325,Hazardous,335.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 02:00 PM,2018,01,11,14,257.4,308,Hazardous,228.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 03:00 PM,2018,01,11,15,224.3,274,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 04:00 PM,2018,01,11,16,207.0,257,Very Unhealthy,186.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 05:00 PM,2018,01,11,17,208.3,258,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 06:00 PM,2018,01,11,18,227.1,277,Very Unhealthy,250.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 07:00 PM,2018,01,11,19,241.9,292,Very Unhealthy,260.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 08:00 PM,2018,01,11,20,259.1,310,Hazardous,280.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 09:00 PM,2018,01,11,21,273.9,324,Hazardous,292.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 10:00 PM,2018,01,11,22,292.0,342,Hazardous,314.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-11 11:00 PM,2018,01,11,23,288.8,339,Hazardous,285.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-12 12:00 AM,2018,01,12,00,283.9,334,Hazardous,278.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-12 01:00 AM,2018,01,12,01,271.6,322,Hazardous,255.0,UG/M3,1 Hr,Valid
Dhaka,PM2.5 - Principal,2018-01-12 02:00 AM,2018,01,12,02,266.8,317,Hazardous,260.0,UG/M3,1 Hr,Valid
